0.27916,0.19103,0.20416,0.16155,0.15333,0.13516,7.6788,5.2488,5.6122,4.4434,4.2089,3.7232
0.242,0.18815,0.20289,0.15986,0.14298,0.12525,6.6358,5.1578,5.5701,4.3894,3.908,3.4505
0.23093,0.18973,0.20329,0.16119,0.14141,0.13188,6.3078,5.1747,5.5495,4.4048,3.8615,3.6179
0.22068,0.16746,0.19393,0.1347,0.1202,0.1177,6.3132,4.7872,5.5549,3.849,3.4288,3.356
0.19964,0.13512,0.16477,0.103,0.096242,0.09448,6.1678,4.173,5.089,3.1815,2.9822,2.9366
0.21834,0.17146,0.2089,0.14371,0.12924,0.11998,6.0942,4.7814,5.8308,4.0142,3.6178,3.353
0.2151,0.17718,0.18729,0.14527,0.13601,0.12435,5.9705,4.9185,5.2002,4.0305,3.7657,3.4668
0.26526,0.17976,0.18698,0.15069,0.13804,0.12369,7.2726,4.9275,5.1267,4.1336,3.7756,3.3836
0.2166,0.1732,0.17615,0.14621,0.13014,0.1195,5.9929,4.7951,4.8701,4.0455,3.593,3.3012
0.22909,0.19621,0.19255,0.16123,0.14594,0.13632,6.2125,5.3158,5.2178,4.3776,3.9586,3.6969
0.20545,0.14637,0.17346,0.11911,0.10678,0.10285,5.9372,4.2309,5.0192,3.444,3.0966,2.9672
0.19514,0.12618,0.15299,0.09493,0.085526,0.083265,6.0435,3.9024,4.7339,2.9337,2.6494,2.5707
0.2089,0.16259,0.17325,0.13266,0.11903,0.1117,5.8689,4.5714,4.8768,3.7169,3.3424,3.1228
0.19275,0.13384,0.14555,0.10854,0.098646,0.090702,5.6271,3.9091,4.2443,3.1643,2.8767,2.6505
0.23012,0.19392,0.18939,0.16396,0.15386,0.13419,6.3152,5.3203,5.1939,4.4907,4.2252,3.6814
0.22252,0.18716,0.18629,0.15851,0.14232,0.13408,6.1463,5.1721,5.1421,4.3817,3.9333,3.7096
0.22864,0.19003,0.19212,0.16249,0.14243,0.13896,6.2313,5.1814,5.2311,4.4206,3.8745,3.7874
0.21106,0.14561,0.16535,0.11748,0.10951,0.10056,6.1014,4.2067,4.7788,3.4002,3.1454,2.9241
0.19348,0.12937,0.1478,0.10181,0.090922,0.087344,5.9785,3.9957,4.5633,3.1465,2.8157,2.7017
0.2262,0.19081,0.18651,0.16163,0.14222,0.12414,6.2632,5.282,5.1596,4.4693,3.9384,3.4321
0.2284,0.17242,0.17078,0.13842,0.13052,0.11941,6.3546,4.791,4.7484,3.8597,3.6286,3.3298
0.2156,0.17562,0.17255,0.13938,0.12649,0.11732,5.9377,4.8402,4.7474,3.835,3.4795,3.2344
0.21636,0.17293,0.16749,0.14409,0.13156,0.12226,6.0099,4.8041,4.6562,3.9944,3.6355,3.3988
0.21999,0.18256,0.17268,0.14672,0.13383,0.11775,6.0301,5.0084,4.7329,4.0176,3.6662,3.2353
0.19844,0.14469,0.15785,0.11613,0.10628,0.10051,5.7385,4.1761,4.5664,3.3476,3.074,2.8949
0.18768,0.1259,0.14295,0.096932,0.088702,0.085404,5.8193,3.9024,4.4369,3.002,2.7463,2.6591
0.22095,0.18083,0.17544,0.15162,0.14136,0.12711,6.1106,5.0047,4.8517,4.2015,3.9034,3.5131
0.2119,0.17195,0.16955,0.14097,0.12759,0.11741,5.8831,4.7788,4.7086,3.9245,3.5342,3.2546
0.22214,0.18565,0.17748,0.15238,0.14418,0.13692,6.0697,5.0775,4.857,4.1747,3.9402,3.7452
0.24275,0.18582,0.17443,0.15094,0.13994,0.13626,6.6845,5.1183,4.8099,4.162,3.8759,3.7457
0.23441,0.20737,0.19822,0.17428,0.15852,0.14345,6.3444,5.6172,5.3728,4.7332,4.2778,3.8955
