0.17468,0.10997,0.1011,0.092213,0.075688,0.072277,10.583,6.6634,6.1237,5.586,4.5816,4.3765
0.18587,0.14192,0.10685,0.098716,0.083979,0.074804,11.143,8.5292,6.4047,5.916,5.0261,4.5003
0.18882,0.17511,0.11335,0.10297,0.091404,0.08741,11.163,10.364,6.7011,6.0822,5.3946,5.1758
0.1724,0.14535,0.11639,0.11058,0.095279,0.086555,10.293,8.6785,6.9538,6.611,5.6909,5.1937
0.090986,0.067677,0.060618,0.056606,0.046405,0.038232,6.228,4.6312,4.1495,3.8696,3.1788,2.6182
0.17524,0.15998,0.11761,0.10859,0.092592,0.086776,10.629,9.7101,7.1445,6.6015,5.6281,5.2768
0.18509,0.16481,0.11699,0.10312,0.091662,0.080226,11.146,9.9145,7.0442,6.2072,5.5215,4.825
0.17626,0.14367,0.1083,0.098533,0.078857,0.074579,10.629,8.6583,6.5191,5.93,4.7623,4.4836
0.18713,0.15327,0.13495,0.11891,0.097558,0.085094,11.14,9.1263,8.0428,7.0784,5.8019,5.0625
0.14865,0.12623,0.09977,0.086224,0.07401,0.071815,8.8952,7.5549,5.9699,5.1678,4.4284,4.2819
0.1822,0.13881,0.10691,0.096552,0.082506,0.077,10.867,8.283,6.3855,5.7581,4.936,4.5685
0.19003,0.1517,0.11607,0.1062,0.08588,0.082242,11.324,9.0504,6.9105,6.3275,5.1052,4.8898
0.20439,0.15398,0.13178,0.11494,0.10519,0.095117,12.068,9.0914,7.7814,6.7814,6.1838,5.6559
0.18996,0.14522,0.12666,0.117,0.096133,0.090585,11.256,8.6059,7.5028,6.9188,5.6902,5.3664
0.15446,0.11911,0.10024,0.092705,0.078188,0.071823,9.1986,7.1006,5.9779,5.5152,4.6554,4.2639
0.17178,0.1293,0.10697,0.09797,0.084299,0.076422,10.332,7.7806,6.4348,5.9011,5.063,4.5983
0.17499,0.13663,0.11612,0.10234,0.092628,0.080831,10.472,8.1822,6.9543,6.1333,5.5392,4.8464
0.18804,0.14456,0.12641,0.11002,0.094758,0.090921,11.181,8.5925,7.5109,6.5391,5.6325,5.373
0.20831,0.14788,0.1289,0.11551,0.09815,0.087443,12.214,8.6726,7.5593,6.7743,5.7319,5.1469
0.16367,0.12314,0.10707,0.099743,0.084361,0.080424,9.6782,7.2841,6.3373,5.9078,4.9879,4.7267
0.18583,0.12699,0.10893,0.098807,0.08913,0.084193,11.094,7.5858,6.5069,5.9031,5.3206,5.0331
0.17084,0.12791,0.11061,0.10274,0.084248,0.078319,10.257,7.6744,6.6408,6.1666,5.0709,4.7268
0.18068,0.1307,0.10958,0.10261,0.088351,0.082443,10.819,7.8224,6.5501,6.1278,5.2877,4.9333
0.17639,0.12728,0.11274,0.10622,0.087289,0.083404,10.583,7.636,6.769,6.3863,5.2489,5.0123
0.15629,0.1142,0.10353,0.090154,0.076322,0.068936,9.5135,6.9528,6.3011,5.4861,4.6671,4.1923
0.16498,0.11887,0.10322,0.096397,0.078118,0.074777,9.9277,7.1496,6.2219,5.8069,4.71,4.4741
0.18412,0.12587,0.1101,0.098231,0.080825,0.075697,10.969,7.5056,6.5673,5.853,4.8221,4.506
0.18095,0.12189,0.11125,0.099961,0.088118,0.082999,10.712,7.2156,6.5862,5.9287,5.2235,4.8994
0.17855,0.12822,0.11595,0.10562,0.090938,0.083195,10.586,7.6027,6.8692,6.2599,5.3932,4.9233
