0.13836,0.10994,0.10002,0.081991,0.086481,5.6085,4.4541,4.0478,3.3185,3.5001
0.14967,0.1185,0.1093,0.089812,0.097343,5.9981,4.7471,4.383,3.5868,3.9022
0.183,0.15208,0.12889,0.091651,0.09879,7.276,6.0433,5.1205,3.6478,3.9083
0.19585,0.1499,0.13135,0.094988,0.10569,7.6415,5.8488,5.1284,3.7111,4.125
0.16275,0.12549,0.10751,0.083774,0.087974,6.5526,5.0533,4.3309,3.3747,3.5546
0.15068,0.11985,0.098825,0.081745,0.083036,6.1696,4.9071,4.0525,3.3502,3.3929
0.18027,0.13719,0.11809,0.092097,0.099641,7.145,5.442,4.6857,3.6507,3.9644
0.18797,0.14429,0.12847,0.093673,0.10843,7.3522,5.6444,5.0158,3.6716,4.2385
0.17346,0.13702,0.12214,0.095206,0.10317,6.7878,5.3636,4.7874,3.7292,4.0361
0.19125,0.15178,0.13477,0.10513,0.11572,7.4651,5.9165,5.2653,4.0909,4.5385
0.20297,0.15623,0.13696,0.10338,0.11411,7.7543,5.972,5.2307,3.9518,4.3719
0.18466,0.13835,0.12556,0.095364,0.10216,7.1756,5.3731,4.877,3.7221,3.9677
0.18192,0.13782,0.1176,0.091746,0.095056,7.2722,5.5054,4.7026,3.6674,3.7913
0.18686,0.15261,0.1287,0.098514,0.10668,7.3258,5.986,5.0512,3.8561,4.1707
0.19952,0.15581,0.13255,0.10272,0.10911,7.6423,5.9751,5.0788,3.9396,4.1895
0.20869,0.15941,0.13689,0.1038,0.11084,7.9817,6.0936,5.2367,3.9581,4.2382
0.11792,0.095553,0.080369,0.065476,0.064051,5.1665,4.1891,3.5233,2.8669,2.8111
0.097765,0.079446,0.069751,0.064533,0.063538,4.2679,3.4696,3.0471,2.8187,2.7726
0.106,0.087062,0.079252,0.069195,0.067611,4.5448,3.7319,3.3952,2.962,2.9012
0.12873,0.10865,0.093524,0.078836,0.083487,5.3685,4.5312,3.898,3.2922,3.4728
0.14273,0.11459,0.099606,0.083892,0.082692,5.8341,4.6832,4.0764,3.4193,3.3834
0.13748,0.11361,0.098824,0.082514,0.086546,5.6377,4.6606,4.0532,3.3898,3.549
0.14305,0.11233,0.099958,0.082099,0.087264,5.8549,4.6032,4.0934,3.3595,3.5797
0.14561,0.11562,0.10439,0.082612,0.090376,5.9345,4.7106,4.2542,3.3695,3.6924
0.16195,0.13032,0.11761,0.09184,0.098611,6.4658,5.2049,4.6917,3.6661,3.9268
0.13235,0.11011,0.10019,0.085174,0.085334,5.4301,4.5165,4.1129,3.4942,3.5079
0.11602,0.094888,0.087576,0.073505,0.075154,4.8679,3.9849,3.6729,3.0873,3.1477
0.16146,0.12869,0.11593,0.090548,0.097212,6.5181,5.198,4.6794,3.6628,3.928
0.16224,0.13022,0.11757,0.09149,0.099082,6.4884,5.2101,4.6979,3.6475,3.977
0.14775,0.11484,0.1033,0.08771,0.08834,5.9332,4.6157,4.1492,3.5234,3.5504
0.15952,0.12318,0.11362,0.088317,0.09739,6.3444,4.9047,4.5213,3.5227,3.8686
