0.11962,0.10108,0.089925,0.073426,0.079218,7.2457,6.1196,5.4473,4.455,4.7807
0.12534,0.10865,0.093279,0.080519,0.077836,7.5204,6.5129,5.5957,4.8413,4.6502
0.1467,0.11533,0.10236,0.088108,0.08305,8.6792,6.8306,6.0489,5.2164,4.9191
0.14828,0.12347,0.10681,0.0956,0.088256,8.858,7.3804,6.3759,5.7013,5.2671
0.087791,0.060376,0.058617,0.044702,0.046296,6.0095,4.1303,4.0119,3.059,3.1599
0.14515,0.11667,0.11074,0.099283,0.08729,8.8095,7.0777,6.7171,6.0224,5.3236
0.14507,0.11449,0.10759,0.089583,0.083166,8.7363,6.8939,6.4639,5.4001,5.0085
0.13935,0.10729,0.094666,0.079908,0.07067,8.4,6.4699,5.7087,4.8194,4.2563
0.15795,0.13059,0.12083,0.092628,0.093668,9.4068,7.7811,7.1924,5.5184,5.5758
0.1324,0.10097,0.084473,0.075886,0.069927,7.9257,6.0488,5.0539,4.5299,4.1808
0.14928,0.10858,0.096007,0.081557,0.076241,8.9096,6.4827,5.7331,4.8628,4.5624
0.16015,0.11119,0.1085,0.088469,0.082596,9.5476,6.6291,6.4646,5.2771,4.9094
0.16384,0.12839,0.11833,0.10241,0.096285,9.6702,7.5676,6.9832,6.0089,5.66
0.15834,0.12719,0.11405,0.094238,0.08831,9.3737,7.5276,6.7464,5.5743,5.2202
0.12808,0.098772,0.090243,0.073634,0.069234,7.631,5.8862,5.3817,4.3964,4.1277
0.13829,0.10508,0.094285,0.080717,0.075726,8.3202,6.3242,5.6664,4.8671,4.5613
0.14811,0.11401,0.10282,0.090939,0.086751,8.8648,6.8289,6.1634,5.443,5.167
0.16021,0.12213,0.1107,0.094178,0.089255,9.5228,7.2565,6.5706,5.592,5.2933
0.16046,0.13172,0.12086,0.095581,0.0906,9.4124,7.7215,7.0755,5.591,5.3153
0.13845,0.10478,0.093388,0.082383,0.081503,8.1877,6.1933,5.5197,4.8729,4.8004
0.14295,0.10884,0.10078,0.085836,0.084237,8.5393,6.5042,6.0257,5.1373,5.0292
0.14524,0.11086,0.10368,0.082066,0.080278,8.7124,6.6491,6.2214,4.9347,4.836
0.15063,0.11155,0.098755,0.084927,0.083796,9.0106,6.6701,5.9155,5.0886,5.0186
0.14095,0.11424,0.10128,0.083206,0.086465,8.4567,6.856,6.0798,4.9907,5.1918
0.13685,0.099833,0.097338,0.074965,0.072536,8.3299,6.0791,5.9192,4.5661,4.4098
0.13847,0.10067,0.092638,0.078708,0.077183,8.3334,6.0532,5.5778,4.7456,4.6519
0.15279,0.10924,0.09841,0.082471,0.075849,9.1016,6.506,5.8608,4.9151,4.5194
0.15226,0.10694,0.10243,0.082494,0.085499,9.0164,6.3287,6.0549,4.8893,5.0548
0.15337,0.11516,0.1046,0.089466,0.083226,9.1038,6.8265,6.1911,5.3048,4.9527
