0.19235,0.16186,0.14689,0.13358,5.2888,4.4429,4.0337,3.6731
0.1862,0.16209,0.14533,0.13282,5.1071,4.4472,3.9739,3.6037
0.18978,0.16371,0.14151,0.13124,5.1798,4.4785,3.8617,3.6082
0.17312,0.13507,0.11897,0.1139,4.955,3.8511,3.4034,3.2524
0.13993,0.10279,0.095745,0.088679,4.3185,3.1745,2.9684,2.7121
0.17403,0.14408,0.12751,0.1261,4.8621,4.0113,3.5497,3.4969
0.17995,0.14768,0.12954,0.12075,4.9856,4.0925,3.5959,3.3334
0.18576,0.15117,0.13451,0.12421,5.0909,4.1477,3.679,3.3932
0.17585,0.14514,0.12719,0.11991,4.8595,4.0189,3.5224,3.3259
0.19505,0.1625,0.1445,0.13532,5.2876,4.3991,3.9232,3.6789
0.15095,0.11813,0.11194,0.10697,4.363,3.4112,3.2236,3.0952
0.12923,0.094598,0.084637,0.085386,4.0093,2.9299,2.6185,2.6521
0.16248,0.13404,0.11956,0.11506,4.5672,3.7756,3.3653,3.236
0.13601,0.10624,0.099377,0.09465,3.967,3.0976,2.898,2.7628
0.19567,0.1645,0.14949,0.13969,5.3744,4.4981,4.0995,3.8361
0.18808,0.15664,0.14484,0.13205,5.1887,4.3282,3.9952,3.682
0.19544,0.15932,0.1466,0.13616,5.3202,4.3381,4.0011,3.6971
0.15159,0.11689,0.11203,0.097343,4.3907,3.3716,3.2343,2.8215
0.13182,0.10086,0.092933,0.087355,4.0744,3.1161,2.8711,2.7038
0.19038,0.15489,0.13506,0.12165,5.2631,4.2935,3.7357,3.3779
0.16997,0.13812,0.12287,0.12216,4.7281,3.8457,3.409,3.3892
0.17364,0.1363,0.12323,0.11741,4.7745,3.7623,3.4012,3.2313
0.16993,0.14492,0.12777,0.12615,4.7184,4.0197,3.5342,3.4848
0.17827,0.14716,0.13035,0.12357,4.8854,4.0373,3.5577,3.4001
0.14127,0.11475,0.10663,0.10112,4.0901,3.3105,3.0742,2.9097
0.12352,0.096798,0.087789,0.088453,3.8295,2.9979,2.7266,2.7255
0.17893,0.1494,0.13648,0.12511,4.9586,4.1296,3.7854,3.4308
0.16741,0.13844,0.12313,0.11986,4.6455,3.8439,3.4178,3.3289
0.18026,0.15164,0.14331,0.13748,4.9199,4.1472,3.9033,3.7612
0.17916,0.1484,0.1408,0.13422,4.938,4.0814,3.8979,3.7051
0.20754,0.17484,0.153,0.15273,5.6165,4.7165,4.1211,4.1142
