0.21316,0.18126,0.19344,0.16244,0.14165,0.13914,5.8614,4.9872,5.3241,4.4646,3.8875,3.819
0.20124,0.18402,0.5792,0.16356,0.13951,0.12707,5.5181,5.0408,15.874,4.4949,3.8231,3.507
0.19856,0.18189,0.19,0.16251,0.14531,0.13141,5.4225,4.9692,5.1794,4.4324,3.9599,3.604
0.18077,0.16045,0.14768,0.13355,0.12074,0.1097,5.1656,4.585,4.2179,3.8125,3.4546,3.1233
0.15565,0.13081,0.11559,0.10248,0.094989,0.089863,4.807,4.0425,3.5678,3.1718,2.9327,2.771
0.18047,0.1689,0.16939,0.14223,0.12839,0.12003,5.038,4.7158,4.7388,3.9635,3.5768,3.3649
0.18644,0.17523,0.16916,0.14667,0.13196,0.12096,5.1701,4.8587,4.6866,4.0636,3.6656,3.3723
0.19064,0.18505,0.17443,0.15114,0.13379,0.12728,5.2203,5.0639,4.7841,4.1386,3.6571,3.4671
0.18055,0.17157,0.16285,0.14273,0.12937,0.12384,4.9931,4.7343,4.5057,3.9401,3.579,3.432
0.19877,0.19284,0.18515,0.16641,0.14632,0.13338,5.3888,5.2372,5.0262,4.5108,3.9768,3.6071
0.16074,0.14784,0.13286,0.11775,0.11059,0.10547,4.6449,4.2704,3.8361,3.3928,3.1929,3.0504
0.14762,0.12332,0.10526,0.090706,0.08565,0.087669,4.5726,3.8181,3.2618,2.8065,2.6478,2.7129
0.16975,0.15767,0.14584,0.12866,0.12098,0.11157,4.7735,4.432,4.0968,3.6224,3.4065,3.1346
0.14905,0.13058,0.1176,0.10397,0.097339,0.090922,4.35,3.8105,3.4326,3.0402,2.8389,2.6621
0.19495,0.19116,0.17649,0.16145,0.14973,0.14974,5.3511,5.2407,4.8439,4.4353,4.125,4.1037
0.19448,0.18223,0.16764,0.15601,0.14782,0.13423,5.3726,5.0323,4.63,4.3017,4.0719,3.6889
0.19562,0.18872,0.1738,0.16107,0.14864,0.14217,5.3329,5.1491,4.7312,4.4018,4.0497,3.8744
0.16099,0.14327,0.12813,0.11712,0.10762,0.10483,4.6555,4.1479,3.7015,3.3888,3.1161,3.0502
0.14829,0.1234,0.11142,0.099469,0.095637,0.086028,4.579,3.8194,3.4402,3.0697,2.9507,2.6501
0.19553,0.18904,0.17316,0.1563,0.13845,0.13004,5.4143,5.2316,4.7892,4.3283,3.826,3.6037
0.17835,0.16492,0.15116,0.13853,0.12218,0.11903,4.9658,4.5911,4.21,3.8603,3.3862,3.3217
0.18472,0.17254,0.15305,0.13951,0.12377,0.11687,5.0853,4.7493,4.2177,3.8498,3.4003,3.2336
0.18257,0.16748,0.15552,0.14224,0.1316,0.12623,5.0715,4.6549,4.3204,3.9498,3.6528,3.5005
0.18812,0.17815,0.16397,0.14651,0.12913,0.12304,5.1583,4.8843,4.5024,4.0207,3.5494,3.3865
0.15895,0.13985,0.12309,0.11595,0.10646,0.10082,4.594,4.0367,3.5559,3.3537,3.0725,2.9115
0.14564,0.12056,0.1052,0.097349,0.089857,0.086219,4.5169,3.7369,3.2643,3.0141,2.7824,2.674
0.1902,0.1773,0.1645,0.15412,0.13799,0.13152,5.2679,4.901,4.5542,4.271,3.8281,3.6383
0.18028,0.16832,0.15172,0.14158,0.12765,0.11432,5.0053,4.6777,4.2071,3.9159,3.5409,3.1691
0.19717,0.18153,0.16541,0.15336,0.139,0.13235,5.3891,4.9591,4.5209,4.189,3.816,3.6143
0.19269,0.17926,0.16273,0.15136,0.13943,0.12727,5.3057,4.9382,4.4858,4.1795,3.8334,3.506
0.21425,0.20428,0.1896,0.17837,0.15697,0.14383,5.7938,5.5304,5.1251,4.8343,4.2553,3.8915
