0.20067,0.18148,0.17242,0.16483,5.5198,4.9949,4.7537,4.5257
0.20198,0.18734,0.17615,0.16163,5.5315,5.1395,4.8233,4.4241
0.19793,0.1893,0.18165,0.17031,5.4123,5.1745,4.9491,4.6428
0.18231,0.17553,0.16135,0.14964,5.2064,5.0093,4.607,4.2911
0.15795,0.14269,0.12855,0.12047,4.8721,4.4083,3.9686,3.7274
0.19178,0.18212,0.1758,0.16343,5.3577,5.0938,4.9073,4.5589
0.18951,0.18195,0.1775,0.16938,5.2527,5.0538,4.9185,4.6945
0.20194,0.19065,0.18142,0.17493,5.5345,5.2151,4.9987,4.7726
0.19237,0.18123,0.17845,0.16221,5.3249,5.0058,4.9348,4.4799
0.20379,0.19283,0.1877,0.16808,5.5224,5.2373,5.1028,4.5888
0.17442,0.16185,0.15446,0.14109,5.0381,4.69,4.4657,4.0959
0.15436,0.13853,0.12553,0.1131,4.774,4.2948,3.8915,3.486
0.18043,0.17187,0.16645,0.14921,5.0735,4.8302,4.673,4.2402
0.15467,0.14293,0.13797,0.128,4.5133,4.171,4.0321,3.7478
0.20111,0.19674,0.19173,0.17314,5.5215,5.3895,5.2778,4.7784
0.1981,0.18986,0.18852,0.17379,5.4675,5.2481,5.1852,4.7793
0.20867,0.19836,0.19496,0.17993,5.686,5.4162,5.3333,4.8764
0.16854,0.15985,0.15122,0.13646,4.8705,4.6216,4.3818,3.9656
0.14875,0.13618,0.12854,0.12116,4.5913,4.2116,3.9698,3.7357
0.19901,0.19431,0.18475,0.17724,5.4998,5.3869,5.0864,4.887
0.18261,0.17596,0.16949,0.15941,5.083,4.9029,4.7265,4.4302
0.19276,0.18321,0.17646,0.16377,5.3014,5.0482,4.8626,4.4975
0.19351,0.18238,0.17504,0.16757,5.3777,5.0683,4.854,4.6194
0.19652,0.18271,0.17989,0.166,5.3919,5.0066,4.9354,4.5618
0.16964,0.15808,0.14946,0.13916,4.904,4.561,4.3215,4.0224
0.15433,0.13837,0.12769,0.11898,4.7833,4.2834,3.9489,3.684
0.19725,0.19054,0.18356,0.17637,5.4644,5.2766,5.0546,4.903
0.1854,0.18229,0.17517,0.16386,5.1507,5.0661,4.8742,4.5327
0.20068,0.19328,0.18792,0.17759,5.4868,5.2743,5.141,4.8449
0.1993,0.19059,0.1832,0.17233,5.4881,5.2431,5.054,4.7568
0.21925,0.20349,0.20345,0.18462,5.9361,5.4985,5.5207,4.9813
