,,,,,,,,,,,
0.2645,0.21476,0.2083,0.19359,0.18352,0.17642,7.2771,5.9038,5.7312,5.3157,5.0572,4.8671
0.26308,0.22823,0.20085,0.1951,0.19406,0.18493,7.208,6.2654,5.4997,5.3464,5.3185,5.0765
0.26076,0.21607,0.20746,0.2014,0.20168,0.19306,7.122,5.8978,5.6637,5.506,5.4997,5.275
0.24397,0.1986,0.194,0.19424,0.18032,0.17112,6.9639,5.6841,5.5454,5.5671,5.1521,4.8746
0.2101,0.17633,0.17025,0.16281,0.14813,0.13807,6.4884,5.4477,5.2594,5.0414,4.5736,4.2639
0.2422,0.20838,0.20768,0.19665,0.18763,0.17497,6.7682,5.814,5.8118,5.4756,5.2359,4.9276
0.23162,0.2115,0.20414,0.20134,0.19132,0.17916,6.4242,5.8579,5.6648,5.5858,5.2903,4.9859
0.2397,0.21807,0.21607,0.2066,0.20118,0.18866,6.5725,5.98,5.9097,5.6653,5.5096,5.162
0.2448,0.21034,0.20101,0.19788,0.19059,0.18651,6.7648,5.8105,5.5631,5.4682,5.2623,5.151
0.25501,0.22996,0.21954,0.20976,0.20329,0.19123,6.9063,6.2274,5.9609,5.6782,5.5108,5.1787
0.21763,0.18995,0.19296,0.18677,0.16922,0.16031,6.2875,5.4899,5.5714,5.3906,4.8724,4.6399
0.19533,0.17796,0.1689,0.15547,0.14214,0.1317,6.0446,5.5056,5.233,4.812,4.3719,4.0654
0.22277,0.19851,0.19265,0.19257,0.17793,0.17393,6.2597,5.5832,5.4051,5.4171,4.9999,4.8661
0.20715,0.1798,0.17102,0.16711,0.15483,0.14499,6.0501,5.2492,4.9887,4.8821,4.5109,4.2623
0.24729,0.22869,0.22268,0.21269,0.20453,0.19199,6.778,6.2769,6.1022,5.8362,5.6049,5.2596
0.23923,0.21497,0.21216,0.20726,0.19827,0.19095,6.6084,5.9234,5.8712,5.7314,5.4741,5.2696
0.24186,0.23148,0.21783,0.21378,0.2071,0.20377,6.5919,6.3036,5.9394,5.8242,5.6676,5.5262
0.23333,0.19926,0.18558,0.18121,0.16587,0.1553,6.7526,5.7642,5.3652,5.2458,4.7845,4.4915
0.19371,0.17848,0.17115,0.15932,0.14912,0.13128,5.9815,5.5147,5.2862,4.9079,4.6277,4.051
0.24475,0.22001,0.21479,0.21879,0.19754,0.19179,6.7661,6.093,5.9335,6.0655,5.4723,5.3178
0.22792,0.20885,0.19898,0.19043,0.18491,0.18108,6.3436,5.8072,5.5368,5.2987,5.1694,5.0379
0.21924,0.21625,0.21031,0.19885,0.18831,0.17945,6.0334,5.9516,5.7953,5.4675,5.1959,4.9579
0.22593,0.21158,0.21199,0.19646,0.18628,0.17897,6.2783,5.8681,5.8866,5.4512,5.1661,4.9256
0.22994,0.21533,0.20521,0.20767,0.19232,0.18702,6.305,5.9084,5.6288,5.6956,5.2804,5.0964
0.20499,0.18715,0.1865,0.1821,0.16908,0.15647,5.9218,5.3965,5.3813,5.2551,4.876,4.5335
0.19405,0.17982,0.17117,0.15952,0.14336,0.1336,6.0128,5.5829,5.3059,4.9428,4.4473,4.1458
0.24677,0.21867,0.21391,0.20279,0.19636,0.19042,6.8318,6.0512,5.9182,5.6001,5.4342,5.2748
0.25097,0.21745,0.20082,0.19483,0.18929,0.17443,6.9649,6.0364,5.5727,5.3916,5.2508,4.8424
0.25487,0.21817,0.21538,0.20768,0.20482,0.19535,6.9704,5.9676,5.8945,5.688,5.608,5.3404
0.22637,0.22001,0.21576,0.2066,0.19719,0.18957,6.2322,6.0677,5.9569,5.6899,5.4324,5.2217
0.25482,0.2431,0.22387,0.22485,0.21151,0.20783,6.8969,6.578,6.0637,6.0922,5.7351,5.6375
