0.18242,0.16085,0.14495,0.13494,5.0116,4.4371,3.9934,3.7158
0.18326,0.16333,0.14121,0.13328,5.0195,4.4727,3.8692,3.6399
0.17998,0.16177,0.14101,0.13279,4.9179,4.4182,3.8512,3.6319
0.15862,0.13793,0.11951,0.11421,4.5358,3.9408,3.4291,3.2633
0.12823,0.1076,0.09448,0.094261,3.9589,3.3221,2.9279,2.9213
0.16914,0.14307,0.1304,0.11489,4.7248,3.9941,3.6365,3.2232
0.17613,0.14811,0.12915,0.1235,4.8776,4.1148,3.5651,3.4063
0.18442,0.15372,0.1293,0.12943,5.0517,4.2194,3.5439,3.5421
0.1722,0.14484,0.12688,0.11881,4.7598,4.0096,3.5244,3.3003
0.19517,0.16804,0.14383,0.13687,5.2973,4.5549,3.915,3.7165
0.14696,0.12011,0.11069,0.098972,4.2508,3.4691,3.2064,2.8526
0.12187,0.094061,0.08646,0.084312,3.7737,2.909,2.6805,2.6096
0.15976,0.13106,0.12282,0.10899,4.4932,3.6748,3.4574,3.0665
0.12942,0.10473,0.093931,0.090487,3.7714,3.061,2.7392,2.6416
0.19107,0.16679,0.14466,0.13159,5.2469,4.5776,3.9719,3.6314
0.18622,0.16242,0.14321,0.13356,5.1424,4.4751,3.9526,3.6969
0.19298,0.16375,0.14459,0.13525,5.2531,4.4554,3.9356,3.6824
0.14607,0.11814,0.10527,0.10495,4.2244,3.4167,3.0607,3.0244
0.12461,0.10085,0.091493,0.091445,3.8472,3.1205,2.8284,2.8185
0.18803,0.15955,0.13988,0.12582,5.1972,4.4134,3.8627,3.4661
0.16663,0.13895,0.12091,0.12008,4.6433,3.8686,3.3678,3.3428
0.17083,0.14076,0.1225,0.11582,4.7095,3.8814,3.3753,3.1855
0.16596,0.14548,0.12948,0.12392,4.61,4.0429,3.5929,3.4345
0.17567,0.14683,0.13259,0.1284,4.818,4.0292,3.6412,3.5116
0.13659,0.11458,0.10415,0.098968,3.9458,3.3094,3.0158,2.8647
0.11808,0.096664,0.090142,0.086578,3.6631,2.9999,2.7987,2.7038
0.17773,0.15131,0.13607,0.12459,4.9161,4.1893,3.736,3.4497
0.16619,0.13625,0.12678,0.12266,4.6101,3.7924,3.5075,3.3865
0.17799,0.15378,0.14191,0.14086,4.8618,4.1956,3.8802,3.8367
0.17838,0.15522,0.144,0.13401,4.9193,4.2824,3.9776,3.683
0.20625,0.17456,0.15628,0.14895,5.582,4.7307,4.2186,4.0234
